"wait","block","temp_daily","rain_interval","rain_heavy_interval","snow_interval","rain_bool","rain_heavy_bool","Prop.commuters","Prop.drivers","Pdrive","Income","Rent","Gini","Prop.vacant","commute.time","hours.worked","Pmoved","pWhite","pHispanic","pPoverty","pRetIncome","pOwned","ADDDATE_morning","ADDDATE_wday","ADDDATE_summer"
2.902743056,"110010099021",41.425,0.25,0,0.25,TRUE,FALSE,0.404298874104401,0.20675537359263,0.511392405,48000,675,0.4041,0.104247104247104,32.5,38.1,0.054181818,0.0072,0.00204708290685773,0.0474137931034483,0.40301724137931,0.663793103448276,"1","Mon","0"
9.253842593,"110010059001",42.27083333,0.2,0,0.1,TRUE,FALSE,0.704371963913949,0.110687022900763,0.157142857,99330,2297,0.4284,0.123768472906404,23.1,42.2,0.381332408,0.6069,0.108952116585704,0.156008432888264,0.0196767392832045,0.116654954321855,"0","Wed","0"
7.98724537,"110010013011",42.34,0.555555556,0,0.222222222,TRUE,FALSE,0.651044607566347,0.169395821569735,0.260190807,129829,2126,0.5169,0.0420673076923077,31.1,42.2,0.247002997,0.8622,0.0474308300395257,0.116687578419072,0.119196988707654,0.324968632371393,"0","Fri","0"
9.069525463,"110010028011",32.35416667,0.5,0,0.3,TRUE,FALSE,0.66127728375101,0.119644300727567,0.180929095,61500,1574,0.4134,0.0970350404312668,31.9,38.2,0.195003824,0.3395,0.0646725949878739,0.18955223880597,0.0597014925373134,0.213432835820896,"1","Sat","0"
0.877303241,"110010019021",58.09259259,0.5,0,0,TRUE,FALSE,0.479707252162342,0.322687957418496,0.672676838,88264,1800,0.3942,0,34.7,40.1,0.102307357,0.1251,0.180971390552229,0.104294478527607,0.372188139059305,0.869120654396728,"1","Mon","0"
3.282384259,"110010026002",63.392,0.25,0.25,0,TRUE,TRUE,0.513456090651558,0.315155807365439,0.613793103,177083,3263,0.4572,0.0419847328244275,33,42.3,0.08714511,0.4922,0.0304532577903683,0.0139442231075697,0.310756972111554,0.926294820717131,"1","Fri","0"
1.299780093,"110010096011",48.92916667,0.5,0,0,TRUE,FALSE,0.268204432383537,0.149706015377657,0.558178752,32794,676,0.4473,0.109090909090909,32.2,34.3,0.058583106,0.0027,0.00497512437810945,0.330357142857143,0.23469387755102,0.427295918367347,"1","Tue","0"
3.243078704,"110010024001",48.92916667,0.25,0,0,TRUE,FALSE,0.565365025466893,0.225806451612903,0.399399399,85238,1153,0.4346,0.144542772861357,30.4,38.5,0.081285444,0.2733,0.135823429541596,0.096551724137931,0.13448275862069,0.468965517241379,"1","Tue","0"
2.144155093,"110010099012",39.092,0.333333333,0,0,TRUE,FALSE,0.431095406360424,0.250294464075383,0.580601093,98220,1342,0.4158,0.113009198423127,33.5,39.1,0.075679937,0.0471,0.00353356890459364,0.0844444444444444,0.468148148148148,0.841481481481481,"0","Fri","0"
2.141701389,"110010099012",39.092,0.333333333,0,0,TRUE,FALSE,0.431095406360424,0.250294464075383,0.580601093,98220,1342,0.4158,0.113009198423127,33.5,39.1,0.075679937,0.0471,0.00353356890459364,0.0844444444444444,0.468148148148148,0.841481481481481,"0","Fri","0"
